"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683280,1250380,2020,5,"May",6,"Saturday","11h-12h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683877,1251552,2020,5,"May",6,"Saturday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684008,1246062,2020,5,"May",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2686526,1251406,2020,5,"May",6,"Saturday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682832,1247243,2020,5,"May",6,"Saturday","14h-15h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2684115,1247160,2020,5,"May",6,"Saturday","14h-15h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683717,1252683,2020,5,"May",6,"Saturday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682760,1247699,2020,5,"May",6,"Saturday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679100,1249469,2020,5,"May",6,"Saturday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684816,1247154,2020,5,"May",6,"Saturday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682388,1252571,2020,5,"May",6,"Saturday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2680535,1247023,2020,5,"May",6,"Saturday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682761,1249022,2020,5,"May",6,"Saturday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680125,1247872,2020,5,"May",7,"Sunday","01h-02h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2681802,1244655,2020,5,"May",7,"Sunday","09h-10h"
"Overtaking or changing lanes","Severe injuries",FALSE,FALSE,TRUE,"Minor road",2683284,1248106,2020,5,"May",7,"Sunday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2683331,1250411,2020,5,"May",7,"Sunday","17h-18h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681673,1247518,2020,5,"May",7,"Sunday","18h-19h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681815,1252391,2020,5,"May",7,"Sunday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683338,1253398,2020,5,"May",7,"Sunday","20h-21h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2680458,1248361,2020,5,"May",1,"Monday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681276,1249434,2020,5,"May",1,"Monday","07h-08h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2684728,1246268,2020,5,"May",1,"Monday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682882,1249922,2020,5,"May",1,"Monday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681667,1243694,2020,5,"May",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684583,1252150,2020,5,"May",1,"Monday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682043,1247009,2020,5,"May",1,"Monday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683531,1252101,2020,5,"May",1,"Monday","14h-15h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2679502,1248331,2020,5,"May",1,"Monday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683618,1251450,2020,5,"May",1,"Monday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682817,1247510,2020,5,"May",1,"Monday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684110,1249095,2020,5,"May",1,"Monday","19h-20h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2680512,1248908,2020,5,"May",1,"Monday","19h-20h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,TRUE,"Minor road",2685245,1248253,2020,5,"May",1,"Monday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682284,1250015,2020,5,"May",1,"Monday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683780,1247336,2020,5,"May",1,"Monday","22h-23h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2680157,1247046,2020,5,"May",2,"Tuesday","06h-07h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682094,1245228,2020,5,"May",2,"Tuesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682378,1247354,2020,5,"May",2,"Tuesday","07h-08h"
"Head-on collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2686799,1248732,2020,5,"May",2,"Tuesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680503,1247136,2020,5,"May",2,"Tuesday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683691,1247483,2020,5,"May",2,"Tuesday","10h-11h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2680998,1253840,2020,5,"May",2,"Tuesday","11h-12h"
"Turning-into main road","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2680456,1247475,2020,5,"May",2,"Tuesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683662,1251320,2020,5,"May",2,"Tuesday","12h-13h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684135,1247667,2020,5,"May",2,"Tuesday","15h-16h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682697,1250556,2020,5,"May",2,"Tuesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683688,1252561,2020,5,"May",2,"Tuesday","17h-18h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2679606,1248861,2020,5,"May",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682829,1247947,2020,5,"May",2,"Tuesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678135,1247282,2020,5,"May",2,"Tuesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680587,1252619,2020,5,"May",2,"Tuesday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680488,1250062,2020,5,"May",3,"Wednesday","00h-01h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2680763,1247091,2020,5,"May",3,"Wednesday","05h-06h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683885,1251506,2020,5,"May",3,"Wednesday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682172,1246307,2020,5,"May",3,"Wednesday","09h-10h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Motorway",2680172,1253490,2020,5,"May",3,"Wednesday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683610,1251456,2020,5,"May",3,"Wednesday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683852,1247188,2020,5,"May",3,"Wednesday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683721,1246644,2020,5,"May",3,"Wednesday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680427,1248267,2020,5,"May",3,"Wednesday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679375,1249163,2020,5,"May",3,"Wednesday","13h-14h"
"Head-on collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682600,1247079,2020,5,"May",3,"Wednesday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2679844,1247627,2020,5,"May",3,"Wednesday","13h-14h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2684718,1250985,2020,5,"May",3,"Wednesday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684044,1250707,2020,5,"May",3,"Wednesday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683022,1248015,2020,5,"May",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679052,1247434,2020,5,"May",3,"Wednesday","16h-17h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682920,1247494,2020,5,"May",3,"Wednesday","16h-17h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2682818,1245667,2020,5,"May",3,"Wednesday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2682616,1250371,2020,5,"May",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683885,1248370,2020,5,"May",3,"Wednesday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681337,1247282,2020,5,"May",3,"Wednesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683136,1247397,2020,5,"May",3,"Wednesday","19h-20h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2683072,1250345,2020,5,"May",4,"Thursday","01h-02h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683102,1251645,2020,5,"May",4,"Thursday","03h-04h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683230,1247116,2020,5,"May",4,"Thursday","11h-12h"
"Parking","Light injuries",FALSE,TRUE,FALSE,"Minor road",2678488,1249842,2020,5,"May",4,"Thursday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683330,1254120,2020,5,"May",4,"Thursday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Principal road",2680163,1247939,2020,5,"May",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2687119,1245697,2020,5,"May",4,"Thursday","14h-15h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679359,1253534,2020,5,"May",4,"Thursday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681601,1249029,2020,5,"May",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680319,1247220,2020,5,"May",4,"Thursday","19h-20h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2682322,1248381,2020,5,"May",4,"Thursday","20h-21h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,TRUE,"Minor road",2683077,1251498,2020,5,"May",4,"Thursday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680681,1246182,2020,5,"May",5,"Friday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683360,1249751,2020,5,"May",5,"Friday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680386,1250943,2020,5,"May",5,"Friday","09h-10h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2681974,1246933,2020,5,"May",5,"Friday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2685742,1251047,2020,5,"May",5,"Friday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682362,1247795,2020,5,"May",5,"Friday","12h-13h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2684875,1251724,2020,5,"May",5,"Friday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683067,1250355,2020,5,"May",5,"Friday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682672,1244660,2020,5,"May",5,"Friday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682638,1250231,2020,5,"May",5,"Friday","14h-15h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Principal road",2681014,1247118,2020,5,"May",5,"Friday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681919,1247271,2020,5,"May",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2681669,1244402,2020,5,"May",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683694,1246874,2020,5,"May",5,"Friday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683425,1251492,2020,5,"May",6,"Saturday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2679931,1248988,2020,5,"May",6,"Saturday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683559,1246769,2020,5,"May",6,"Saturday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680741,1245671,2020,5,"May",6,"Saturday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683038,1248008,2020,5,"May",6,"Saturday","16h-17h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683259,1252403,2020,5,"May",6,"Saturday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683358,1248152,2020,5,"May",6,"Saturday","19h-20h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682171,1247741,2020,5,"May",6,"Saturday","19h-20h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683839,1251803,2020,5,"May",6,"Saturday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681695,1246608,2020,5,"May",7,"Sunday","02h-03h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683721,1248858,2020,5,"May",7,"Sunday","02h-03h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2678343,1247142,2020,5,"May",7,"Sunday","13h-14h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2683884,1251123,2020,5,"May",7,"Sunday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683668,1249891,2020,5,"May",7,"Sunday","18h-19h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2681371,1248187,2020,5,"May",7,"Sunday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682839,1247215,2020,5,"May",7,"Sunday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682561,1246534,2020,5,"May",7,"Sunday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684511,1251498,2020,5,"May",1,"Monday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682840,1253434,2020,5,"May",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684168,1250782,2020,5,"May",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682122,1247076,2020,5,"May",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680722,1246751,2020,5,"May",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682170,1246494,2020,5,"May",1,"Monday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682877,1247665,2020,5,"May",1,"Monday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682650,1246790,2020,5,"May",1,"Monday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683306,1248458,2020,5,"May",1,"Monday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2679823,1248127,2020,5,"May",1,"Monday","09h-10h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681499,1247191,2020,5,"May",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685218,1247696,2020,5,"May",1,"Monday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679082,1249121,2020,5,"May",1,"Monday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686835,1250605,2020,5,"May",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682766,1247545,2020,5,"May",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682862,1249457,2020,5,"May",1,"Monday","14h-15h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683141,1248996,2020,5,"May",1,"Monday","14h-15h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683390,1250092,2020,5,"May",1,"Monday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683782,1247091,2020,5,"May",1,"Monday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2677795,1250705,2020,5,"May",1,"Monday","20h-21h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681500,1248371,2020,5,"May",2,"Tuesday","07h-08h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2680826,1250115,2020,5,"May",2,"Tuesday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683040,1243865,2020,5,"May",2,"Tuesday","09h-10h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2679721,1249625,2020,5,"May",2,"Tuesday","10h-11h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680893,1248048,2020,5,"May",2,"Tuesday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2679759,1250366,2020,5,"May",2,"Tuesday","13h-14h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682491,1243546,2020,5,"May",2,"Tuesday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683865,1247878,2020,5,"May",2,"Tuesday","14h-15h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Principal road",2681316,1248545,2020,5,"May",2,"Tuesday","16h-17h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Principal road",2683718,1252679,2020,5,"May",2,"Tuesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682732,1247136,2020,5,"May",2,"Tuesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Principal road",2685323,1246364,2020,5,"May",2,"Tuesday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681406,1247207,2020,5,"May",2,"Tuesday","17h-18h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682244,1247686,2020,5,"May",2,"Tuesday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681514,1249569,2020,5,"May",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681479,1249569,2020,5,"May",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680168,1253493,2020,5,"May",2,"Tuesday","18h-19h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680865,1245752,2020,5,"May",2,"Tuesday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681483,1249589,2020,5,"May",2,"Tuesday","19h-20h"
